,C2,C3`,S1prime_norm,S2prime_norm,S3prime_norm,C1_norm,C3_norm,C4,C5_norm,C6_norm,C7_norm,C5prime_norm,T1prime,T2prime_norm,T3prime_norm,T4prime_norm,T5prime_norm,I3_bin,Y1,Y2
0,1,1,0.10885038142155296,0.2083656976056889,0.10552864666057576,0.0691290229630652,0.8525441776600592,0.6545660898758693,0.36885030055774476,0.3565078386253843,0.4081439402405038,0.05931287741532263,0.17152273416470565,0.3103339962813614,0.5192385021373789,0.22212994815330506,0.3103339962813614,1,0,1
1,0,0,1.3528569006940294,0.8049332666635807,0.12631046709109983,1.1929603822610668,1.422466121937991,0.6197765094144966,0.06326774011447059,1.7968809882833856,0.7870366729558007,2.295652778120417,0.23374730110685843,0.09012615036528056,0.03105350810165912,0.28178526790337677,0.09012615036528056,1,1,0
2,1,0,2.5660389310962177,1.0051864620506334,0.0760269656874418,0.38501430288818805,0.9594494599616635,0.4034795598120954,0.7641094548586755,0.6809987387796096,1.4530457078664234,0.21077066233916847,0.11962592651286581,1.3166978082348773,0.5446780312586897,0.17206680972795393,1.3166978082348773,1,1,0
3,1,0,2.011378943921077,0.5926099621270882,0.7403199596645571,0.8727523285069907,0.4823189008875209,0.38269809910737834,0.9348906000402774,0.8346096615412065,1.3798122648433808,0.2517843616210125,1.2775947472042237,1.2993245218304397,0.9996868221010361,1.2946002974766766,1.2993245218304397,1,1,0
4,1,1,0.343500730155977,0.4878267619975638,0.022608793537134467,0.5608472402555715,0.5441108116662811,1.266863022960582,0.01564345603123966,0.021321212522520602,1.0136230424008121,0.01234504154440251,0.5906652661298752,0.5004410501848612,0.3719268477901633,0.5431852775377826,0.5004410501848612,1,0,1
5,1,1,1.1809340012914877,1.5182696724559042,0.4612991757680881,0.3200973568992914,0.5385402729057712,1.9475402803040947,0.4106136227628345,0.12601594242920305,0.3522679875399579,0.8331980591466892,0.21051024448448633,0.9872303345622482,2.3892893838685514,0.25955464646458504,0.9872303345622482,2,0,0
6,1,0,0.09287550150078493,0.7831355947476155,1.1465919524362054,0.14079980291205113,1.6428695896338774,0.09541750251303724,0.6003561148828546,0.5438374272572598,1.6297242013277697,0.15659686901407666,1.972018671119046,1.1373377518008219,0.47667102409551587,1.8040445589352239,1.1373377518008219,1,1,0
7,0,0,0.0932170393075657,0.684124483515706,0.12942652325653634,0.3685185049722316,0.24095030882337132,1.0013634713189234,0.5780041387498898,0.02055886928828771,0.00733293912605188,0.8612436003985453,2.8445933599522513,0.5305948864773157,0.09284851055689196,2.4796891251617894,0.5305948864773157,1,1,0
8,1,0,0.7853482837225976,0.09036698896618434,1.470021385291079,0.22772638067242382,0.052323586028409266,1.0992939663510555,0.6758055694587984,0.40516488312469756,0.5494054154270235,0.4931324102360718,1.267696855845882,1.3350428831269445,0.5185626856008546,1.283307912797162,1.3350428831269445,2,1,0
9,1,1,1.7388103829932802,0.4260905657134511,1.5496155842595563,0.14073937770096973,0.8329304813432228,0.9674065168020859,0.12713509658104366,0.40516488312469756,0.8731237241101353,0.4024962412154104,1.6420391469740585,0.2536155266475364,0.4040118767044088,1.7207446461457423,0.2536155266475364,1,1,0
10,1,0,0.02402840182366533,0.6193743105249002,0.32779348882943765,0.2427300699966275,2.0809387044625165,0.24645000458443755,0.6883322309896522,0.2041889437084,2.506918210644263,0.7619466895218652,1.193912574810964,1.9218999046026561,0.017517155900687448,1.1995789575057443,1.9218999046026561,1,1,0
11,1,1,0.9906134559774974,0.43769548041719103,0.9403871353074179,0.11728979700172304,0.638489118521472,0.37392570543847775,0.8428440430920748,1.105478159121258,0.7752397960783143,0.24076245695059076,0.8047101833193422,1.0016868170858158,1.043429633195118,0.811192315988716,1.0016868170858158,1,0,1
12,1,0,1.290304938171398,0.824026610675417,0.6582759203570894,0.27457771921748597,1.8324064345496844,0.4084358177303417,0.9853689778846201,1.1256783577367508,2.6245346323298584,0.060990312236258816,1.052526486838833,2.1971385859758965,2.095998697932381,1.0413151628589037,2.1971385859758965,1,0,1
13,1,1,0.1257964057810674,1.4792108980305754,0.8274370953543566,2.1386648284646035,0.5998408011507358,0.4803644990396593,0.6080708702180476,0.6936440499216036,0.2565157216570493,0.059440343770121445,0.28066317694653864,0.4662178169590191,0.5262980366388806,0.22389237944403867,0.4662178169590191,1,1,0
14,1,1,0.2082499759315563,1.6781622479882214,1.1582712609619668,1.035031887402233,0.5951767217696758,2.785524832276826,1.2808967783319816,0.279513774868187,0.891470527427204,1.7246944947905922,1.0967457921404629,2.5123807208721294,0.9397447217284653,1.0702147923718368,2.5123807208721294,2,1,0
15,1,1,0.3063476603756929,1.6530132806955231,0.5891696368594818,0.10539447891072261,0.6538594644581582,0.21107959719002664,0.2808576733572386,0.49677712824223685,0.9557583008493956,1.1776142471435427,1.5534689012987002,0.0019640152291324126,0.6253443346451583,1.615278164919077,0.0019640152291324126,2,0,0
16,1,1,0.7120908166430708,1.0067183578340002,0.20332348036938916,0.6179059506417213,0.5807154197632419,0.4084358177303417,0.34861673375279945,0.279513774868187,0.6985349573406524,0.9551156800940354,0.046267207699219555,0.17261201295204115,1.45245968813294,0.10081386887433394,0.17261201295204115,1,1,0
17,1,1,0.7230645430704009,1.3928789228721445,1.1022333600034653,0.3522029926095117,0.8159431214642252,0.887547936313413,0.8841760795196648,0.029525771489266665,0.2678623933344117,1.4003829052084387,0.24086561144327226,2.024159760166396,1.1772447729721636,0.183723324729358,2.024159760166396,1,1,0
18,1,1,0.38986802587849223,0.8072193111750806,1.5540684123784918,0.8583978475086396,0.7444966629535748,0.5999746782028343,0.6004317897715287,0.6809987387796096,0.12578189379533922,0.03099926027235735,1.5385411642430307,2.3525964196961135,0.8828569170983437,1.5976257284252768,2.3525964196961135,1,0,1
19,1,0,0.1678974153029136,0.42643230631248347,0.6979367678546651,0.5991435151485341,1.208575004933034,1.1408144792017019,0.028162108807508027,0.29672733934969775,0.00733293912605188,0.4618207364833653,0.03885765043709667,0.5026932213215062,0.35677363442436455,0.017407599852880314,0.5026932213215062,1,1,0
20,1,1,0.7334591893832252,1.6604455245903844,2.5658813156637272,0.5986430443862129,0.7525503679472166,1.404459173483132,0.4873819899064093,0.3057424967560403,1.5796116208975095,0.3290135800986772,0.448614644937345,0.7063237780572834,1.0024390600127044,0.39544730074527396,0.7063237780572834,1,0,1
21,1,0,0.4148442061375828,1.5742302095253222,1.181515057050623,0.8034643590294799,0.40994743395398336,0.14227157395278292,1.2414808071302583,1.0088527340904578,0.2793676296057141,0.4566281402820259,1.3578776437774476,0.7459382969395529,0.06381144292683502,1.3867299880644381,0.7459382969395529,2,0,0
22,1,0,1.7423034612126924,1.1613659147068327,1.3352670350273268,0.3685185049722316,2.0809387044625165,0.8574190192905838,0.5840484221992334,0.6809987387796096,2.572793393854709,0.05539585073720322,0.3401230371211969,0.9246610992657256,0.8635060803900564,0.2842487382688126,0.9246610992657256,1,1,0
23,1,0,1.1484894528046798,1.1827434851141208,0.15109664417313745,0.2128719842651685,1.1587558092380956,0.27117959454436386,0.4717900799824086,0.2041889437084,1.7612638303717503,0.43913011001138264,1.0225816556915401,0.4129745257366833,0.28165215775970603,1.0051486598001982,0.4129745257366833,1,0,0
24,1,0,0.28941796048362284,0.733003301022503,1.3047217561003297,0.6374206667184854,2.0809387044625165,0.33761701939523997,0.373606913569218,0.5438374272572598,1.99659909771553,0.18429402820115884,0.37638436883775067,0.8012880759728992,0.008997510393810783,0.32125971177754853,0.8012880759728992,1,1,0
25,1,1,0.8841830666259193,0.8907139775049041,1.9106462312228916,2.1386648284646035,0.6783221044493287,1.3335689204886791,0.20044707015752034,0.4200817419564996,0.06382379226991769,0.27803358307817094,0.6736556630531012,0.7417363480387356,1.9444621169791982,0.6924440135989858,0.7417363480387356,1,1,0
26,1,0,1.5410344110739072,1.0667649720818086,0.027842669962480734,1.59561514300634,0.16334112526437228,0.5551270113384839,1.0281367126724734,1.6434549129249365,0.6694153601066476,0.8824827318632491,0.07592110215972768,0.26350610874364744,2.756436055393548,0.1296855985379477,0.26350610874364744,1,0,1
27,1,1,0.9019485803199767,0.0939544680980175,0.5047058907826887,0.04527323502005151,0.7138178640621382,0.8518514534480309,0.3522118167045516,0.09273067277196112,0.7921918705880742,0.42200964930563645,0.7431920175477059,0.49571257981496936,0.22471231446978285,0.7556490041555309,0.49571257981496936,1,1,0
28,1,0,1.6127139868189668,0.06795864342426357,0.7629700729352744,0.6571938633641179,0.5114699695159399,0.6977415678578692,0.16624909272686006,0.5185923111795536,0.9670997364675804,1.0342303437705036,0.9888048377824378,0.041173119183714094,0.7097174297156812,0.9753562155887727,0.041173119183714094,1,1,0
29,1,1,0.17070512855804326,1.6404504991265552,0.49861799575794463,1.5227785258081217,0.6177413491173277,1.3335689204886791,0.1999153078277158,0.1388722211740458,0.5016420816348339,0.10887476537705443,0.3663897201340668,0.024351907638893958,0.11709824821183612,0.4076254201296738,0.024351907638893958,1,1,0
